1,ACCOUNT_HEALTH
2,ACCOUNT_HEALTH_ALT
3,ARTIFACTS
4,COLLECTOR_MOVES
5,CPS_PINBOARD_NAME
6,CXEA_SIGNED_CURRENT_COVERAGE
7,DATA_CANVAS_CONTRACT_METRICS
8,DATA_CANVAS_CONTRACT_METRICS_NEW_CONTRACT_TABLE
9,DATA_CANVAS_DATA_LINEAGE
10,DATA_CANVAS_ENGAGEMENT_METRICS
11,DATA_FEED_ACAT_CXEA
12,DATA_FEED_ACAT_CXEA_CONTRACTS
13,DATA_FEED_ACAT_CXEA_CONTRACTS_STG
14,DATA_FEED_ACAT_CXEA_STG
15,DC_ACAT_LINKS
16,DC_ANNOUNCEMENT_LINK
17,DC_ANNOUNCEMENTS
18,DC_ASSET_MANAGER_MANAGERS
19,DC_BOOKING_CONTRACTS_ALLOCATIONS
20,DC_BOOKING_CONTRACTS_EXTENSIONS
21,DC_BOOKINGS_CONTRACTS
22,DC_BOOKINGS_CONTRACTS_LINEAGE
23,DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS
24,DC_BOOKINGS_REVENUE
25,DC_BOOKINGS_REVENUE_BU_SERVICE_CATEGORY
26,DC_BOOKINGS_REVENUE_BU_SERVICE_CATEGORY_NEW
27,DC_BOOKINGS_USER_ROLE
28,DC_BUYING_PROGRAMS
29,DC_CAM_TO_ENGAGEMENT
30,DC_CANVAS_CREATE_RUN_LOG
31,DC_CANVAS_HDR
32,DC_CISCO_DELIVERABLES
33,DC_COLLECTOR
34,DC_COMPLETED_DELIVERABLES
35,DC_CONTRACT_ASSET_MGT_TYPES
36,DC_CONTRACT_MONITOR_TYPES
37,DC_CONTRACT_TYPES
38,DC_CORE_TABLE_LAST_UPDATE_DATES
39,DC_CORE_TABLE_UPDATE_DATES
40,DC_CUSTOMER
41,DC_CXEA_BOOKINGS_REVENUE
42,DC_DATA_LINEAGE
43,DC_DATA_LINEAGE_DATA_TYPES
44,DC_DATA_LINEAGE_DEFAULT_VALUES
45,DC_DATA_LINEAGE_SQL_DATA_TYPES
46,DC_DATA_LINEAGE_TS_COLUMN_TYPES
47,DC_DATA_SOURCES
48,DC_DELIVERABLES_CORE
49,DC_DELIVERABLES_CORE_ENG
50,DC_DELIVERABLES_OWED_SCHEDULED
51,DC_DELIVERABLES_OWED_SCHEDULED_ENG
52,DC_DOCUMENTATION_LINKS
53,DC_ENGAGEMENT_CONTRACTS
54,DC_ENGAGEMENT_HDR
55,DC_ENGAGEMENT_SFC_TYPES
56,DC_ENGAGEMENT_STAKEHOLDER_TYPES
57,DC_ENGAGEMENT_STAKEHOLDERS
58,DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER
59,DC_EVIDENCE_COLLECTOR_DETAILS
60,DC_EVIDENCE_COLLECTOR_HDR
61,DC_EVIDENCE_CUSTOMER_DETAILS
62,DC_EVIDENCE_CUSTOMER_HDR
63,DC_EVIDENCE_ZONES
64,DC_FILE_LINEAGE_TABLE
65,DC_FILE_MANAGEMENT_LIVEBOARDS
66,DC_FILE_MANAGEMENT_RUNS
67,DC_GENERIC_UPLOAD
68,DC_JOB_MESSAGES
69,DC_LIVEBOARDS
70,DC_MANAGED_SERVICE_CONTRACTS
71,DC_MANAGER_MAPPING
72,DC_MASTER_SITE
73,DC_MCE_LINKS
74,DC_MONITOR_SERVICE_CONTRACTS
75,DC_PARTY_LINKS
76,DC_PRICING_MODEL
77,DC_REVENUE_COGS
78,DC_REVENUE_CXEA
79,DC_REVENUE_HTEC
80,DC_SCOPE_COVERAGE
81,DC_SDP_B_TASK_SUB_TASK
82,DC_SDP_B_TASK_TO_DELIVERABLE
83,DC_SDP_SUB_TASK_TO_ENAB_BUYING
84,DC_SDP_SUB_TASK_TO_ENAB_PRICING
85,DC_SDP_SUB_TASK_TO_ENAB_SOLD_AS
86,DC_SDP_TIME_ENTRY
87,DC_SDP_TIME_ENTRY_BACKUP
88,DC_SDP_TYP_ABSTRACT_DELIVERABLE
89,DC_SDP_TYP_ANCHOR_DATE
90,DC_SDP_TYP_ANCHOR_DATE_ITERATOR
91,DC_SDP_TYP_DELIVERABLE
92,DC_SDP_TYP_LIFECYCLE
93,DC_SDP_TYP_SUBTASK
94,DC_SDP_TYP_TASK
95,DC_SDP_TYP_TASK_COMPLETION_REASON
96,DC_SERIAL_RESOLUTION
97,DC_SERVICE_LEVEL_DETAILS
98,DC_SERVICE_LEVEL_HDR
99,DC_SMART_ACCOUNT_LINKS
100,DC_SNAP_DATA_SOURCE_INFO
101,DC_SNAPSHOT_DATA
102,DC_SNAPSHOT_MIGRATE
103,DC_SOLD_AS_SERVICE_TYPES
104,DC_SUPER_CUSTOMER
105,DC_SUPER_CUSTOMER_ENGAGEMENTS
106,DC_SUPPORT_CASES
107,DC_TASKS
108,DC_TEMP_ADD_ACTION_LOG
109,DC_TEMP_DELETE_TS_LOG
110,DC_THEATER
111,DC_THOUGHTSPOT_INSTANCE_REQUESTS
112,DC_TS_REPORTING
113,DC_TS_REPORTING_BACK
114,DC_TS_SHARE_DETAILS
115,DC_TYP_BOOKING_TYPE
116,DC_TYP_DEFER_SIGNOFF_REASON
117,DC_TYP_DISENGAGE
118,DC_TYP_ROOT_CAUSES
119,DC_TYP_SIGN_OFF_IDENTITY
120,DC_TYP_SIGNOFF_EVENT
121,DC_TYP_SIGNOFF_METHOD
122,DC_USER_DEFINED_TYPE
123,DC_USER_TO_ANNOUNCEMENT
124,DC_USERS
125,DC_WF_ACTION_ITEM
126,DC_WF_BACKGROUND_JOB
127,DC_WF_DISENGAGE
128,DC_WF_IB_SIGNOFF
129,DC_WF_MACD_UPLOAD_DETAIL
130,DC_WF_MACD_UPLOAD_HDR
131,DC_WF_NOTIFICATION
132,DC_WF_NOTIFICATION_BACKUP
133,DC_WF_NOTIFICATION_MIGRATE
134,DC_WF_RENEW
135,DC20_ACAT_LINKS_HIST
